user_id,group,platform,user_tenure_days,games_watched_30d,favorite_team_playing,clicked,session_duration_sec,engagement_tier
4947,treatment,iOS,470,8,False,1,459,High (8+)
4948,treatment,iOS,35,5,True,0,157,Mid (4-7)
4949,treatment,iOS,438,5,False,0,209,Mid (4-7)
4950,control,iOS,10,3,False,0,109,Low (0-3)
4951,control,iOS,532,3,True,0,225,Low (0-3)
4952,control,Android,40,4,False,0,153,Mid (4-7)
4953,treatment,iOS,64,7,True,0,151,Mid (4-7)
4954,control,iOS,121,10,False,0,231,High (8+)
4955,treatment,Android,86,3,False,0,146,Low (0-3)
4956,control,Android,198,7,False,0,180,Mid (4-7)
4957,treatment,Android,662,5,True,0,188,Mid (4-7)
4958,control,Android,167,7,True,0,195,Mid (4-7)
4959,treatment,iOS,230,4,False,0,160,Mid (4-7)
4960,treatment,iOS,16,1,False,0,160,Low (0-3)
4961,control,Android,177,3,True,0,150,Low (0-3)
4962,control,Android,108,8,False,0,232,High (8+)
4963,treatment,iOS,390,6,False,0,188,Mid (4-7)
4964,control,iOS,88,8,False,1,360,High (8+)
4965,control,Android,204,7,True,1,280,Mid (4-7)
4966,treatment,iOS,46,7,True,1,367,Mid (4-7)
4967,treatment,iOS,54,10,False,1,326,High (8+)
4968,treatment,iOS,84,4,True,1,282,Mid (4-7)
4969,control,Android,65,7,True,0,63,Mid (4-7)
4970,control,Android,52,8,True,1,471,High (8+)
4971,treatment,iOS,9,7,True,0,0,Mid (4-7)
4972,treatment,iOS,326,4,True,1,586,Mid (4-7)
4973,treatment,iOS,11,3,False,1,397,Low (0-3)
4974,control,iOS,393,5,False,0,218,Mid (4-7)
4975,control,iOS,24,8,False,0,137,High (8+)
4976,control,iOS,12,6,False,1,316,Mid (4-7)
4977,control,iOS,149,8,True,1,516,High (8+)
4978,control,Android,125,10,False,0,268,High (8+)
4979,control,Android,121,5,True,0,82,Mid (4-7)
4980,treatment,iOS,153,6,False,0,182,Mid (4-7)
4981,control,iOS,60,9,False,0,119,High (8+)
4982,treatment,Android,195,6,False,0,172,Mid (4-7)
4983,treatment,iOS,125,6,False,0,71,Mid (4-7)
4984,treatment,Android,73,6,False,0,138,Mid (4-7)
4985,control,iOS,315,6,False,0,235,Mid (4-7)
4986,treatment,Android,234,7,False,0,212,Mid (4-7)
4987,treatment,Android,90,7,False,0,211,Mid (4-7)
4988,treatment,Android,338,8,True,0,173,High (8+)
4989,treatment,Android,455,9,False,1,506,High (8+)
4990,treatment,Android,138,3,True,0,164,Low (0-3)
4991,treatment,iOS,43,4,False,0,205,Mid (4-7)
4992,control,iOS,445,7,False,0,213,Mid (4-7)
4993,treatment,iOS,37,4,True,0,85,Mid (4-7)
4994,control,Android,8,2,True,1,392,Low (0-3)
4995,treatment,Android,71,5,False,1,447,Mid (4-7)
4996,control,iOS,233,8,False,1,457,High (8+)
4997,control,iOS,462,9,False,0,212,High (8+)
4998,treatment,Android,182,5,False,0,113,Mid (4-7)
4999,treatment,iOS,545,11,False,0,199,High (8+)
5000,control,iOS,17,7,False,1,473,Mid (4-7)
5001,control,Android,11,6,False,0,147,Mid (4-7)
5002,treatment,iOS,166,8,False,0,138,High (8+)
5003,control,iOS,609,4,False,0,259,Mid (4-7)
5004,treatment,iOS,125,6,False,1,526,Mid (4-7)
5005,control,iOS,9,5,False,0,118,Mid (4-7)
5006,treatment,iOS,45,8,False,1,157,High (8+)
5007,treatment,iOS,50,4,False,1,269,Mid (4-7)
5008,control,iOS,74,7,False,1,287,Mid (4-7)
5009,control,iOS,8,4,True,0,140,Mid (4-7)
5010,control,iOS,423,7,False,0,264,Mid (4-7)
5011,treatment,iOS,130,2,False,0,159,Low (0-3)
5012,treatment,Android,200,1,False,0,161,Low (0-3)
5013,treatment,iOS,12,4,False,0,203,Mid (4-7)
5014,control,Android,10,5,True,0,209,Mid (4-7)
5015,control,Android,158,4,False,0,321,Mid (4-7)
5016,control,iOS,392,10,False,0,246,High (8+)
5017,control,Android,135,5,False,1,650,Mid (4-7)
5018,treatment,iOS,378,5,True,0,117,Mid (4-7)
5019,treatment,Android,299,7,False,0,116,Mid (4-7)
5020,treatment,iOS,14,7,False,0,183,Mid (4-7)
5021,control,Android,40,3,False,1,381,Low (0-3)
5022,treatment,iOS,192,4,False,0,261,Mid (4-7)
5023,treatment,Android,105,3,True,1,339,Low (0-3)
5024,treatment,iOS,61,8,False,0,91,High (8+)
5025,treatment,Android,97,3,False,0,118,Low (0-3)
5026,control,iOS,106,4,False,0,157,Mid (4-7)
5027,control,Android,434,11,False,0,175,High (8+)
5028,treatment,iOS,19,10,True,0,155,High (8+)
5029,control,iOS,59,6,False,0,250,Mid (4-7)
5030,control,Android,138,8,True,0,263,High (8+)
5031,treatment,Android,215,5,False,0,155,Mid (4-7)
5032,treatment,iOS,179,3,False,0,152,Low (0-3)
5033,treatment,Android,511,5,False,1,416,Mid (4-7)
5034,control,Android,285,6,False,0,152,Mid (4-7)
5035,control,Android,146,3,False,0,203,Low (0-3)
5036,treatment,iOS,43,2,False,0,161,Low (0-3)
5037,treatment,iOS,107,6,False,0,244,Mid (4-7)
5038,treatment,Android,212,7,False,1,502,Mid (4-7)
5039,treatment,iOS,327,4,False,0,133,Mid (4-7)
5040,treatment,iOS,578,7,False,1,371,Mid (4-7)
5041,treatment,iOS,167,7,True,0,169,Mid (4-7)
5042,control,iOS,134,3,False,0,181,Low (0-3)
5043,treatment,Android,3,4,True,1,508,Mid (4-7)
5044,treatment,Android,13,8,False,0,59,High (8+)
5045,treatment,iOS,30,4,False,0,141,Mid (4-7)
5046,control,iOS,10,3,False,0,232,Low (0-3)
5047,treatment,iOS,92,10,False,0,148,High (8+)
5048,control,iOS,73,2,True,0,69,Low (0-3)
5049,treatment,iOS,182,4,False,0,185,Mid (4-7)
5050,control,Android,138,5,False,0,234,Mid (4-7)
5051,treatment,Android,163,8,True,0,278,High (8+)
5052,control,iOS,114,6,True,0,222,Mid (4-7)
5053,control,Android,58,6,False,0,242,Mid (4-7)
5054,control,iOS,549,4,False,0,228,Mid (4-7)
5055,treatment,Android,16,6,False,0,189,Mid (4-7)
5056,control,iOS,503,7,True,0,111,Mid (4-7)
5057,control,Android,67,5,False,0,173,Mid (4-7)
5058,treatment,iOS,129,8,False,0,221,High (8+)
5059,control,iOS,20,9,False,0,183,High (8+)
5060,treatment,iOS,13,2,False,0,250,Low (0-3)
5061,treatment,iOS,101,5,True,0,194,Mid (4-7)
5062,treatment,iOS,243,4,True,1,421,Mid (4-7)
5063,control,iOS,56,3,False,0,205,Low (0-3)
5064,treatment,iOS,148,12,True,0,133,High (8+)
5065,control,Android,58,10,False,0,184,High (8+)
5066,control,iOS,88,8,True,0,163,High (8+)
5067,control,Android,426,6,False,0,117,Mid (4-7)
5068,treatment,iOS,348,7,False,0,224,Mid (4-7)
5069,control,Android,130,8,False,0,123,High (8+)
5070,treatment,Android,48,8,True,0,196,High (8+)
5071,treatment,iOS,38,5,True,0,157,Mid (4-7)
5072,control,Android,554,11,False,1,479,High (8+)
5073,control,iOS,40,5,False,1,344,Mid (4-7)
5074,treatment,Android,297,6,False,0,144,Mid (4-7)
5075,treatment,iOS,82,5,False,0,177,Mid (4-7)
5076,treatment,iOS,764,6,False,1,492,Mid (4-7)
5077,control,iOS,82,5,True,1,347,Mid (4-7)
5078,control,iOS,77,11,False,1,534,High (8+)
5079,control,iOS,182,5,True,0,120,Mid (4-7)
5080,control,Android,586,11,False,0,139,High (8+)
5081,control,iOS,672,3,False,0,40,Low (0-3)
5082,treatment,iOS,221,7,False,1,427,Mid (4-7)
5083,control,iOS,252,5,True,0,123,Mid (4-7)
5084,control,iOS,149,7,True,0,52,Mid (4-7)
5085,treatment,iOS,253,8,False,0,83,High (8+)
5086,treatment,Android,353,4,False,0,162,Mid (4-7)
5087,control,iOS,119,8,False,0,148,High (8+)
5088,treatment,iOS,174,6,False,0,153,Mid (4-7)
5089,control,iOS,138,6,False,0,127,Mid (4-7)
5090,control,iOS,148,8,False,0,348,High (8+)
5091,control,Android,397,5,True,0,202,Mid (4-7)
5092,treatment,iOS,79,2,True,0,177,Low (0-3)
5093,control,iOS,42,4,False,1,390,Mid (4-7)
5094,control,iOS,109,9,False,0,169,High (8+)
5095,control,iOS,41,7,True,1,344,Mid (4-7)
5096,treatment,iOS,124,3,False,0,134,Low (0-3)
5097,control,iOS,420,7,True,0,276,Mid (4-7)
5098,control,Android,172,5,True,0,159,Mid (4-7)
5099,control,iOS,348,3,False,0,74,Low (0-3)
5100,control,iOS,32,9,True,0,226,High (8+)
5101,treatment,iOS,416,7,True,0,199,Mid (4-7)
5102,treatment,iOS,165,7,False,0,144,Mid (4-7)
5103,control,iOS,5,7,False,0,190,Mid (4-7)
5104,control,Android,180,9,True,1,514,High (8+)
5105,control,Android,544,4,False,0,223,Mid (4-7)
5106,control,iOS,14,5,False,1,414,Mid (4-7)
5107,control,iOS,157,7,False,0,250,Mid (4-7)
5108,treatment,iOS,444,6,True,1,411,Mid (4-7)
5109,treatment,iOS,1,3,False,0,121,Low (0-3)
5110,treatment,Android,179,5,False,0,311,Mid (4-7)
5111,treatment,Android,115,6,False,0,186,Mid (4-7)
5112,treatment,Android,76,6,False,1,511,Mid (4-7)
5113,treatment,iOS,177,9,True,0,186,High (8+)
5114,control,iOS,9,10,False,1,542,High (8+)
5115,treatment,Android,251,5,False,0,212,Mid (4-7)
5116,control,Android,0,4,True,0,149,Mid (4-7)
5117,control,Android,65,3,False,0,194,Low (0-3)
5118,treatment,iOS,126,8,False,0,247,High (8+)
5119,control,iOS,85,7,True,0,148,Mid (4-7)
5120,control,iOS,66,7,False,0,240,Mid (4-7)
5121,treatment,iOS,319,0,True,1,473,
5122,control,iOS,491,3,False,0,220,Low (0-3)
5123,control,Android,372,5,False,1,437,Mid (4-7)
5124,treatment,iOS,133,6,True,0,206,Mid (4-7)
5125,treatment,iOS,388,10,True,0,99,High (8+)
5126,treatment,Android,456,6,False,0,233,Mid (4-7)
5127,control,iOS,94,5,False,0,274,Mid (4-7)
5128,control,Android,59,9,False,0,212,High (8+)
5129,treatment,iOS,18,9,True,0,156,High (8+)
5130,treatment,iOS,117,6,False,0,124,Mid (4-7)
5131,treatment,Android,526,3,False,0,185,Low (0-3)
5132,control,Android,148,4,True,1,418,Mid (4-7)
5133,control,iOS,198,11,True,0,71,High (8+)
5134,treatment,Android,21,8,False,0,261,High (8+)
5135,control,iOS,27,2,False,0,2,Low (0-3)
5136,treatment,iOS,112,2,False,0,239,Low (0-3)
5137,control,iOS,543,5,False,1,444,Mid (4-7)
5138,treatment,iOS,80,8,True,0,244,High (8+)
5139,treatment,Android,377,6,False,1,278,Mid (4-7)
5140,treatment,Android,23,2,True,1,218,Low (0-3)
5141,control,Android,172,7,False,0,323,Mid (4-7)
5142,treatment,Android,165,6,True,0,171,Mid (4-7)
5143,treatment,iOS,353,2,False,0,196,Low (0-3)
5144,control,Android,0,5,False,0,95,Mid (4-7)
5145,treatment,Android,37,6,False,0,133,Mid (4-7)
5146,treatment,Android,44,9,False,1,451,High (8+)
5147,treatment,Android,539,5,True,0,100,Mid (4-7)
5148,treatment,Android,30,4,True,1,429,Mid (4-7)
5149,control,iOS,6,6,True,0,154,Mid (4-7)
5150,control,Android,137,1,False,0,213,Low (0-3)
5151,control,Android,135,8,True,0,94,High (8+)
5152,treatment,Android,334,5,False,0,177,Mid (4-7)
5153,treatment,iOS,535,9,False,0,85,High (8+)
5154,treatment,iOS,139,6,False,0,176,Mid (4-7)
5155,control,Android,478,5,True,0,264,Mid (4-7)
5156,control,iOS,232,7,True,0,196,Mid (4-7)
5157,treatment,Android,55,8,False,0,253,High (8+)
5158,control,iOS,474,6,False,0,181,Mid (4-7)
5159,control,iOS,198,6,False,1,363,Mid (4-7)
5160,treatment,iOS,96,6,True,1,452,Mid (4-7)
5161,control,iOS,205,5,True,0,221,Mid (4-7)
5162,control,iOS,92,4,False,0,142,Mid (4-7)
5163,control,iOS,21,13,True,0,106,High (8+)
5164,control,iOS,228,5,True,0,177,Mid (4-7)
5165,treatment,iOS,312,7,True,1,332,Mid (4-7)
5166,control,iOS,234,9,False,0,218,High (8+)
5167,control,iOS,46,4,False,0,295,Mid (4-7)
5168,control,iOS,564,6,False,0,162,Mid (4-7)
5169,treatment,Android,4,8,False,0,165,High (8+)
5170,control,iOS,72,5,False,0,210,Mid (4-7)
5171,treatment,iOS,54,8,False,1,373,High (8+)
5172,control,Android,8,3,True,0,187,Low (0-3)
5173,control,iOS,93,9,True,0,82,High (8+)
5174,control,Android,175,6,False,0,252,Mid (4-7)
5175,treatment,Android,385,7,True,0,244,Mid (4-7)
5176,treatment,iOS,823,5,False,0,106,Mid (4-7)
5177,control,iOS,297,4,False,0,12,Mid (4-7)
5178,treatment,iOS,113,4,False,0,343,Mid (4-7)
5179,treatment,iOS,231,7,False,1,436,Mid (4-7)
5180,control,iOS,333,7,True,0,95,Mid (4-7)
5181,treatment,iOS,112,3,False,0,5,Low (0-3)
5182,control,Android,276,6,False,0,149,Mid (4-7)
5183,treatment,iOS,118,10,False,0,213,High (8+)
5184,treatment,iOS,87,8,True,0,294,High (8+)
5185,treatment,Android,134,6,False,0,157,Mid (4-7)
5186,treatment,iOS,202,7,False,0,70,Mid (4-7)
5187,control,iOS,233,5,False,0,205,Mid (4-7)
5188,treatment,iOS,79,12,False,0,197,High (8+)
5189,control,iOS,152,3,False,0,138,Low (0-3)
5190,control,Android,433,12,False,0,160,High (8+)
5191,treatment,iOS,673,5,False,1,403,Mid (4-7)
5192,treatment,iOS,46,7,False,1,369,Mid (4-7)
5193,treatment,iOS,38,11,False,0,213,High (8+)
5194,control,iOS,203,2,False,0,195,Low (0-3)
5195,treatment,iOS,96,3,False,0,182,Low (0-3)
5196,treatment,Android,4,7,False,0,296,Mid (4-7)
5197,control,Android,76,7,True,1,366,Mid (4-7)
5198,control,iOS,295,5,True,0,246,Mid (4-7)
5199,control,iOS,287,6,False,0,232,Mid (4-7)
5200,control,Android,122,6,False,0,201,Mid (4-7)
5201,treatment,iOS,115,4,False,0,269,Mid (4-7)
5202,treatment,iOS,155,5,False,0,134,Mid (4-7)
5203,treatment,iOS,44,4,True,0,229,Mid (4-7)
5204,treatment,iOS,134,9,True,0,101,High (8+)
5205,control,iOS,1,8,False,0,183,High (8+)
5206,treatment,Android,116,7,False,1,597,Mid (4-7)
5207,control,Android,73,9,False,1,407,High (8+)
5208,treatment,iOS,202,8,False,0,154,High (8+)
5209,control,iOS,183,2,False,1,434,Low (0-3)
5210,treatment,Android,86,6,False,1,447,Mid (4-7)
5211,control,iOS,1,1,False,0,224,Low (0-3)
5212,control,Android,52,7,False,0,270,Mid (4-7)
5213,treatment,iOS,180,5,False,0,166,Mid (4-7)
5214,control,iOS,13,6,False,0,283,Mid (4-7)
5215,treatment,iOS,20,7,False,0,177,Mid (4-7)
5216,control,Android,187,7,False,0,118,Mid (4-7)
5217,treatment,iOS,253,5,False,0,246,Mid (4-7)
5218,control,iOS,69,4,True,1,279,Mid (4-7)
5219,control,iOS,121,8,False,0,162,High (8+)
5220,control,Android,524,5,False,0,122,Mid (4-7)
5221,control,Android,523,8,True,0,240,High (8+)
5222,control,Android,66,7,False,1,399,Mid (4-7)
5223,control,Android,298,8,False,0,49,High (8+)
5224,control,iOS,162,3,True,0,249,Low (0-3)
5225,control,iOS,667,3,False,0,232,Low (0-3)
5226,treatment,iOS,116,6,True,0,220,Mid (4-7)
5227,treatment,iOS,268,13,False,0,163,High (8+)
5228,control,Android,263,6,False,1,322,Mid (4-7)
5229,treatment,Android,123,7,False,1,565,Mid (4-7)
5230,treatment,iOS,285,13,False,0,190,High (8+)
5231,control,Android,54,3,False,0,286,Low (0-3)
5232,treatment,Android,23,7,False,1,202,Mid (4-7)
5233,control,iOS,99,4,False,0,208,Mid (4-7)
5234,treatment,iOS,517,7,False,0,99,Mid (4-7)
5235,control,iOS,125,6,True,0,151,Mid (4-7)
5236,treatment,iOS,181,2,True,0,166,Low (0-3)
5237,treatment,iOS,176,4,True,0,246,Mid (4-7)
5238,control,iOS,25,6,False,0,303,Mid (4-7)
5239,control,iOS,89,6,False,0,200,Mid (4-7)
5240,treatment,Android,220,5,False,0,76,Mid (4-7)
5241,control,iOS,643,7,False,1,479,Mid (4-7)
5242,treatment,iOS,33,4,False,0,249,Mid (4-7)
5243,treatment,Android,95,3,False,0,138,Low (0-3)
5244,treatment,iOS,17,3,True,0,226,Low (0-3)
5245,treatment,iOS,49,8,False,0,201,High (8+)
5246,treatment,Android,85,5,False,1,332,Mid (4-7)
5247,treatment,iOS,140,4,True,0,196,Mid (4-7)
5248,control,Android,47,6,False,1,626,Mid (4-7)
5249,control,iOS,46,7,True,0,100,Mid (4-7)
5250,control,iOS,270,7,True,0,162,Mid (4-7)
5251,treatment,iOS,591,4,False,0,308,Mid (4-7)
5252,treatment,iOS,70,3,True,0,113,Low (0-3)
5253,control,Android,209,5,False,1,559,Mid (4-7)
5254,treatment,Android,53,1,False,0,152,Low (0-3)
5255,control,Android,473,4,False,0,293,Mid (4-7)
5256,control,Android,201,7,True,0,125,Mid (4-7)
5257,treatment,iOS,292,9,True,1,532,High (8+)
5258,control,Android,9,7,True,0,119,Mid (4-7)
5259,treatment,Android,164,9,False,0,148,High (8+)
5260,control,Android,134,13,True,0,163,High (8+)
5261,treatment,Android,62,8,True,0,209,High (8+)
5262,treatment,iOS,54,8,True,1,383,High (8+)
5263,control,iOS,156,4,False,0,194,Mid (4-7)
5264,treatment,Android,220,3,False,0,120,Low (0-3)
5265,treatment,iOS,6,5,False,1,487,Mid (4-7)
5266,control,iOS,150,6,False,1,406,Mid (4-7)
5267,control,Android,33,3,False,0,163,Low (0-3)
5268,treatment,iOS,27,3,False,1,392,Low (0-3)
5269,control,iOS,175,7,False,0,186,Mid (4-7)
5270,control,iOS,67,7,False,0,274,Mid (4-7)
5271,control,Android,104,11,True,0,215,High (8+)
5272,control,iOS,80,10,True,0,217,High (8+)
5273,treatment,Android,188,3,False,0,175,Low (0-3)
5274,control,iOS,114,3,False,0,168,Low (0-3)
5275,control,iOS,595,4,False,0,171,Mid (4-7)
5276,control,iOS,78,7,False,0,164,Mid (4-7)
5277,control,Android,242,2,False,0,142,Low (0-3)
5278,treatment,iOS,53,3,True,0,135,Low (0-3)
5279,control,Android,127,4,True,1,389,Mid (4-7)
5280,treatment,Android,144,2,True,0,162,Low (0-3)
5281,control,Android,71,10,False,1,467,High (8+)
5282,control,Android,114,13,False,0,192,High (8+)
5283,treatment,iOS,58,4,True,0,89,Mid (4-7)
5284,control,iOS,1,7,True,0,201,Mid (4-7)
5285,treatment,Android,43,8,False,1,458,High (8+)
5286,treatment,Android,216,6,False,0,279,Mid (4-7)
5287,control,Android,265,5,False,0,257,Mid (4-7)
5288,control,Android,59,6,False,0,116,Mid (4-7)
5289,treatment,Android,94,6,True,1,564,Mid (4-7)
5290,control,iOS,6,7,False,0,199,Mid (4-7)
5291,control,Android,48,0,True,1,439,
5292,control,Android,271,7,False,0,125,Mid (4-7)
5293,control,Android,167,5,False,0,194,Mid (4-7)
5294,treatment,iOS,41,5,True,0,219,Mid (4-7)
5295,control,Android,53,7,True,0,181,Mid (4-7)
5296,control,Android,305,6,True,0,169,Mid (4-7)
5297,treatment,iOS,42,7,False,0,168,Mid (4-7)
5298,control,Android,73,6,False,0,112,Mid (4-7)
5299,control,iOS,196,3,False,0,222,Low (0-3)
5300,treatment,Android,148,8,True,0,192,High (8+)
5301,control,iOS,111,7,False,0,187,Mid (4-7)
5302,treatment,iOS,413,8,False,0,208,High (8+)
5303,treatment,iOS,44,6,True,1,530,Mid (4-7)
5304,control,Android,243,11,True,0,293,High (8+)
5305,treatment,iOS,31,5,False,0,207,Mid (4-7)
5306,control,Android,172,8,True,0,142,High (8+)
5307,control,Android,368,3,False,0,231,Low (0-3)
5308,treatment,Android,110,7,True,0,166,Mid (4-7)
5309,treatment,iOS,231,5,False,0,187,Mid (4-7)
5310,control,Android,309,5,False,0,230,Mid (4-7)
5311,treatment,Android,26,7,True,0,210,Mid (4-7)
5312,treatment,iOS,220,9,True,0,191,High (8+)
5313,treatment,iOS,454,5,False,0,214,Mid (4-7)
5314,treatment,iOS,154,7,True,1,548,Mid (4-7)
5315,control,Android,37,4,False,0,100,Mid (4-7)
5316,control,iOS,24,2,True,1,447,Low (0-3)
5317,treatment,iOS,54,7,True,0,126,Mid (4-7)
5318,control,Android,19,5,False,0,206,Mid (4-7)
5319,treatment,iOS,129,8,True,1,414,High (8+)
5320,control,Android,13,4,False,1,383,Mid (4-7)
5321,control,Android,45,5,False,0,187,Mid (4-7)
5322,control,iOS,104,1,False,0,174,Low (0-3)
5323,treatment,Android,115,4,True,0,219,Mid (4-7)
5324,control,iOS,149,6,False,0,161,Mid (4-7)
5325,treatment,iOS,220,3,True,0,165,Low (0-3)
5326,control,Android,8,9,True,0,174,High (8+)
5327,control,iOS,15,8,False,1,455,High (8+)
5328,control,Android,11,8,True,0,152,High (8+)
5329,treatment,iOS,99,5,False,0,223,Mid (4-7)
5330,control,iOS,7,3,False,0,226,Low (0-3)
5331,control,Android,246,6,False,0,132,Mid (4-7)
5332,control,iOS,45,5,False,0,220,Mid (4-7)
5333,control,Android,504,9,True,0,92,High (8+)
5334,treatment,iOS,119,6,True,0,160,Mid (4-7)
5335,treatment,Android,106,7,False,0,111,Mid (4-7)
5336,control,iOS,272,8,True,0,184,High (8+)
5337,treatment,iOS,224,4,True,0,180,Mid (4-7)
5338,treatment,iOS,168,3,False,0,264,Low (0-3)
5339,control,iOS,492,6,True,0,259,Mid (4-7)
5340,treatment,Android,98,4,False,1,440,Mid (4-7)
5341,treatment,iOS,297,6,False,0,182,Mid (4-7)
5342,control,iOS,86,7,False,0,127,Mid (4-7)
5343,control,iOS,328,5,False,1,263,Mid (4-7)
5344,treatment,Android,54,7,False,1,390,Mid (4-7)
5345,treatment,Android,61,4,False,0,213,Mid (4-7)
5346,control,iOS,203,10,False,0,136,High (8+)
5347,control,iOS,43,1,False,0,135,Low (0-3)
5348,control,iOS,46,7,False,0,151,Mid (4-7)
5349,treatment,Android,65,1,True,1,437,Low (0-3)
5350,treatment,iOS,204,9,False,1,428,High (8+)
5351,treatment,iOS,396,3,True,0,227,Low (0-3)
5352,control,Android,202,9,True,0,182,High (8+)
5353,treatment,Android,316,12,True,0,139,High (8+)
5354,treatment,iOS,141,6,False,0,175,Mid (4-7)
5355,control,Android,12,7,False,0,168,Mid (4-7)
5356,control,iOS,19,7,False,0,169,Mid (4-7)
5357,treatment,Android,145,6,False,0,215,Mid (4-7)
5358,treatment,iOS,71,3,True,0,202,Low (0-3)
5359,control,iOS,44,7,False,0,295,Mid (4-7)
5360,treatment,Android,113,5,False,1,411,Mid (4-7)
5361,control,iOS,197,8,False,1,356,High (8+)
5362,treatment,iOS,87,5,False,0,200,Mid (4-7)
5363,treatment,iOS,292,6,True,0,174,Mid (4-7)
5364,treatment,Android,241,4,False,1,399,Mid (4-7)
5365,treatment,iOS,238,6,False,0,144,Mid (4-7)
5366,treatment,Android,758,4,False,1,302,Mid (4-7)
5367,control,iOS,62,8,False,1,313,High (8+)
5368,treatment,iOS,186,4,True,0,174,Mid (4-7)
5369,control,iOS,348,3,True,0,292,Low (0-3)
5370,control,iOS,155,8,True,0,196,High (8+)
5371,control,Android,280,2,False,0,207,Low (0-3)
5372,control,Android,96,4,False,0,118,Mid (4-7)
5373,treatment,iOS,160,2,False,0,209,Low (0-3)
5374,control,iOS,10,10,False,0,86,High (8+)
5375,treatment,Android,765,5,False,0,42,Mid (4-7)
5376,treatment,Android,289,4,True,0,207,Mid (4-7)
5377,control,Android,365,6,False,0,187,Mid (4-7)
5378,treatment,Android,213,7,True,0,262,Mid (4-7)
5379,control,iOS,37,8,False,0,72,High (8+)
5380,control,Android,5,6,False,0,229,Mid (4-7)
5381,treatment,iOS,359,5,False,1,420,Mid (4-7)
5382,control,iOS,90,5,False,0,222,Mid (4-7)
5383,control,Android,55,13,True,1,602,High (8+)
5384,treatment,Android,148,6,True,1,506,Mid (4-7)
5385,treatment,Android,98,10,False,0,86,High (8+)
5386,control,iOS,189,3,False,0,262,Low (0-3)
5387,treatment,iOS,119,7,False,0,145,Mid (4-7)
5388,treatment,iOS,215,5,True,0,167,Mid (4-7)
5389,treatment,Android,345,11,False,0,201,High (8+)
5390,control,iOS,39,5,False,0,125,Mid (4-7)
5391,treatment,Android,71,6,False,0,224,Mid (4-7)
5392,treatment,iOS,103,6,True,0,249,Mid (4-7)
5393,treatment,Android,588,5,True,1,499,Mid (4-7)
5394,treatment,Android,81,6,False,0,152,Mid (4-7)
5395,control,iOS,86,7,False,1,398,Mid (4-7)
5396,control,iOS,190,1,True,0,117,Low (0-3)
5397,control,Android,97,4,False,0,176,Mid (4-7)
5398,control,iOS,543,4,False,0,203,Mid (4-7)
5399,treatment,Android,404,7,False,0,129,Mid (4-7)
5400,control,Android,129,6,False,0,277,Mid (4-7)
5401,treatment,iOS,186,10,False,0,179,High (8+)
5402,treatment,Android,10,4,True,1,580,Mid (4-7)
5403,control,iOS,214,1,False,1,466,Low (0-3)
5404,control,Android,221,5,False,0,95,Mid (4-7)
5405,treatment,iOS,80,9,False,0,85,High (8+)
5406,treatment,Android,44,2,False,1,246,Low (0-3)
5407,control,iOS,443,7,False,0,258,Mid (4-7)
5408,control,iOS,100,3,True,0,237,Low (0-3)
5409,treatment,iOS,190,5,True,0,152,Mid (4-7)
5410,treatment,Android,6,16,False,0,134,High (8+)
5411,control,iOS,96,4,True,1,456,Mid (4-7)
5412,treatment,Android,305,7,False,0,55,Mid (4-7)
5413,control,iOS,88,7,False,1,535,Mid (4-7)
5414,control,Android,166,3,False,0,173,Low (0-3)
5415,control,Android,42,8,False,0,170,High (8+)
5416,control,iOS,96,2,False,0,137,Low (0-3)
5417,control,iOS,472,0,True,0,193,
5418,control,iOS,150,7,False,0,241,Mid (4-7)
5419,control,iOS,417,5,False,0,119,Mid (4-7)
5420,control,iOS,418,6,True,0,147,Mid (4-7)
5421,control,Android,519,5,False,1,386,Mid (4-7)
5422,treatment,iOS,406,7,False,0,254,Mid (4-7)
5423,control,Android,0,8,True,0,146,High (8+)
5424,control,Android,489,5,False,0,185,Mid (4-7)
5425,treatment,iOS,26,3,False,0,148,Low (0-3)
5426,treatment,Android,7,3,True,1,408,Low (0-3)
5427,control,iOS,10,6,True,0,212,Mid (4-7)
5428,treatment,Android,77,8,True,0,139,High (8+)
5429,treatment,iOS,174,4,False,1,374,Mid (4-7)
5430,treatment,Android,92,8,False,1,429,High (8+)
5431,control,Android,4,7,False,0,223,Mid (4-7)
5432,treatment,iOS,116,3,False,0,127,Low (0-3)
5433,control,Android,105,5,False,0,214,Mid (4-7)
5434,treatment,iOS,254,9,True,0,208,High (8+)
5435,treatment,iOS,59,4,False,0,341,Mid (4-7)
5436,control,Android,44,9,False,0,233,High (8+)
5437,treatment,iOS,53,4,True,0,252,Mid (4-7)
5438,control,Android,65,5,False,0,196,Mid (4-7)
5439,treatment,iOS,164,9,False,0,189,High (8+)
5440,control,Android,114,5,False,1,391,Mid (4-7)
5441,control,iOS,73,3,False,0,263,Low (0-3)
5442,control,iOS,84,9,True,0,297,High (8+)
5443,treatment,iOS,83,3,True,0,179,Low (0-3)
5444,control,iOS,646,8,False,0,137,High (8+)
5445,control,iOS,47,3,False,0,144,Low (0-3)
5446,control,iOS,306,2,True,1,501,Low (0-3)
5447,treatment,iOS,221,7,False,1,435,Mid (4-7)
5448,treatment,iOS,1,14,True,0,195,High (8+)
5449,control,iOS,897,5,False,0,236,Mid (4-7)
5450,control,iOS,254,4,True,0,171,Mid (4-7)
